Frame,Object,x,y,width,height,,,non occluded
275,3,0,488.79,196.12,231.21,1,1,1
275,4,0.24,397.55,119.16,295.45,1,1,0
275,5,1170.8,19.2,100.03,87.47,1,1,0
276,7,640.57,0,74.2,70.66,1,1,0
276,1,275,10,134,306,1,1,1
276,2,1112.8,42.4,107.1,175,1,1,1
276,3,0,488.79,196.12,231.21,1,1,1
276,4,0.24,397.55,119.16,295.45,1,1,0
276,5,1170.8,19.2,100.03,87.47,1,1,0
277,7,639.62,0,74.2,70.57,1,1,0
277,1,276.98,10.73,134,306,1,1,1
277,2,1112.8,42.4,107.1,175,1,1,1
277,3,0,488.79,196.12,231.21,1,1,1
277,4,0.24,397.55,119.16,295.45,1,1,0
277,5,1170.8,19.2,100.03,87.47,1,1,0
278,7,638.67,0,74.2,70.49,1,1,0
278,1,278.96,11.46,134,306,1,1,1
278,2,1112.8,42.4,107.1,175,1,1,1
278,3,0,488.79,196.12,231.21,1,1,1
278,4,0.24,397.55,119.16,295.45,1,1,0
278,5,1170.8,19.2,100.03,87.47,1,1,0
279,7,637.73,0,74.2,70.4,1,1,0
279,1,280.94,12.19,134,306,1,1,1
279,2,1112.8,42.4,107.1,175,1,1,1
279,3,0,488.79,196.12,231.21,1,1,1
279,4,0.24,397.55,119.16,295.45,1,1,0
279,5,1170.8,19.2,100.03,87.47,1,1,0
280,7,636.78,0,74.2,70.32,1,1,0
280,1,282.92,12.92,134,306,1,1,1
280,2,1112.8,42.4,107.1,175,1,1,1
280,3,0,488.79,196.12,231.21,1,1,1
280,4,0.24,397.55,119.16,295.45,1,1,0
280,5,1170.8,19.2,100.03,87.47,1,1,0
281,7,635.83,0,74.2,70.23,1,1,0
281,1,284.9,13.65,134,306,1,1,1
281,2,1112.8,42.4,107.1,175,1,1,1
281,3,0,488.79,196.12,231.21,1,1,1
281,4,0.24,397.55,119.16,295.45,1,1,0
281,5,1170.8,19.2,100.03,87.47,1,1,0
282,7,634.88,0,74.2,70.14,1,1,0
282,1,286.88,14.37,134,306,1,1,1
282,2,1112.8,42.4,107.1,175,1,1,1
282,3,0,488.79,196.12,231.21,1,1,1
282,4,0.24,397.55,119.16,295.45,1,1,0
282,5,1170.8,19.2,100.03,87.47,1,1,0
283,7,633.93,0,74.2,70.06,1,1,0
283,8,1200,1.67,79.17,242.53,1,1,1
283,1,288.85,15.1,134,306,1,1,1
283,2,1112.8,42.4,107.1,175,1,1,1
283,3,0,488.79,196.12,231.21,1,1,1
283,4,0.24,397.55,119.16,295.45,1,1,0
283,5,1170.8,19.2,100.03,87.47,1,1,0
284,7,632.98,0,74.2,69.97,1,1,0
284,8,1195,1.39,81.26,242.53,1,1,1
284,1,290.83,15.83,134,306,1,1,1
284,2,1112.8,42.4,107.1,175,1,1,1
284,3,0,488.79,196.12,231.21,1,1,1
284,4,0.24,397.55,119.16,295.45,1,1,0
284,5,1170.8,19.2,100.03,87.47,1,1,0
285,7,632.04,0,74.2,69.88,1,1,0
285,8,1190,1.11,83.34,242.53,1,1,1
285,1,291.41,15.77,135.86,306.06,1,1,1
285,2,1112.8,42.4,107.1,175,1,1,1
285,3,0,488.79,196.12,231.21,1,1,1
285,4,0.24,397.55,119.16,295.45,1,1,0
285,5,1170.8,19.2,100.03,87.47,1,1,0
286,7,631.09,0,74.2,69.8,1,1,0
286,8,1185,0.83,85.43,242.54,1,1,1
286,1,291.99,15.7,137.72,306.13,1,1,1
286,2,1112.8,42.4,107.1,175,1,1,1
286,3,0,488.79,196.12,231.21,1,1,1
286,4,0.24,397.55,119.16,295.45,1,1,0
286,5,1170.8,19.2,100.03,87.47,1,1,0
287,7,630.14,0,74.2,69.71,1,1,0
287,8,1180,0.56,87.52,242.53,1,1,1
287,1,292.56,15.64,139.58,306.19,1,1,1
287,2,1112.8,42.4,107.1,175,1,1,1
287,3,0,488.79,196.12,231.21,1,1,1
287,4,0.24,397.55,119.16,295.45,1,1,0
287,5,1170.8,19.2,100.03,87.47,1,1,0
288,7,629.19,0,74.2,69.63,1,1,0
288,8,1175,0.28,89.61,242.53,1,1,1
288,1,293.14,15.58,141.44,306.24,1,1,1
288,2,1112.8,42.4,107.1,175,1,1,1
288,3,0,488.79,196.12,231.21,1,1,1
288,4,0.24,397.55,119.16,295.45,1,1,0
288,5,1170.8,19.2,100.03,87.47,1,1,0
289,7,628.24,0,74.2,69.54,1,1,0
289,8,1170,0,91.7,242.53,1,1,1
289,1,293.72,15.51,143.29,306.31,1,1,1
289,2,1112.8,42.4,107.1,175,1,1,1
289,3,0,488.79,196.12,231.21,1,1,1
289,4,0.24,397.55,119.16,295.45,1,1,0
289,5,1170.8,19.2,100.03,87.47,1,1,0
290,7,627.29,0,74.2,69.45,1,1,0
290,8,1161.58,0,96.62,247.2,1,1,1
290,1,294.3,15.45,145.15,306.37,1,1,1
290,2,1112.8,42.4,107.1,175,1,1,1
290,3,0,488.79,196.12,231.21,1,1,1
290,4,0.24,397.55,119.16,295.45,1,1,0
290,5,1170.8,19.2,100.03,87.47,1,1,0
291,7,626.35,0,74.2,69.37,1,1,0
291,8,1153.16,0,101.54,251.87,1,1,1
291,1,294.87,15.38,147.01,306.44,1,1,1
291,2,1112.8,42.4,107.1,175,1,1,1
291,3,0,488.79,196.12,231.21,1,1,1
291,4,0.24,397.55,119.16,295.45,1,1,0
291,5,1170.8,19.2,100.03,87.47,1,1,0
292,7,625.4,0,74.2,69.28,1,1,0
292,8,1144.74,0,106.46,256.53,1,1,1
292,1,295.45,15.32,148.87,306.49,1,1,1
292,2,1112.8,42.4,107.1,175,1,1,1
292,3,0,488.79,196.12,231.21,1,1,1
292,4,0.24,397.55,119.16,295.45,1,1,0
292,5,1170.8,19.2,100.03,87.47,1,1,0
293,7,624.45,0,74.2,69.2,1,1,0
293,8,1136.32,0,111.38,261.2,1,1,1
293,1,296.03,15.26,150.73,306.55,1,1,1
293,2,1112.8,42.4,107.1,175,1,1,0
293,3,0,488.79,196.12,231.21,1,1,1
293,4,0.24,397.55,119.16,295.45,1,1,0
293,5,1170.8,19.2,100.03,87.47,1,1,0
294,7,623.5,0,74.2,69.11,1,1,0
294,8,1127.9,0,116.3,265.87,1,1,1
294,1,296.6,15.19,152.59,306.62,1,1,1
294,2,1112.8,42.4,107.1,175,1,1,0
294,3,0,488.79,196.12,231.21,1,1,1
294,4,0.24,397.55,119.16,295.45,1,1,0
294,5,1170.8,19.2,100.03,87.47,1,1,0
295,7,622.55,0,74.2,69.02,1,1,0
295,8,1119.48,0,121.22,270.53,1,1,1
295,1,297.18,15.13,154.45,306.68,1,1,1
295,2,1112.8,42.4,107.1,175,1,1,0
295,3,0,488.79,196.12,231.21,1,1,1
295,4,0.24,397.55,119.16,295.45,1,1,0
295,5,1170.8,19.2,100.03,87.47,1,1,0
296,7,621.6,0,74.2,68.94,1,1,0
296,8,1111.06,0,126.14,275.2,1,1,1
296,1,297.76,15.06,156.3,306.74,1,1,1
296,2,1112.8,42.4,107.1,175,1,1,0
296,3,0,488.79,196.12,231.21,1,1,1
296,4,0.24,397.55,119.16,295.45,1,1,0
296,5,1170.8,19.2,100.03,87.47,1,1,0
297,7,620.66,0,74.2,68.85,1,1,0
297,8,1102.64,0,131.06,279.87,1,1,1
297,1,298.33,15,158.17,306.8,1,1,1
297,2,1112.8,42.4,107.1,175,1,1,0
297,3,0,488.79,196.12,231.21,1,1,1
297,4,0.24,397.55,119.16,295.45,1,1,0
297,5,1170.8,19.2,100.03,87.47,1,1,0
298,7,619.71,0,74.2,68.76,1,1,0
298,8,1094.22,0,135.98,284.53,1,1,1
298,1,297.33,30,158,306,1,1,1
298,2,1112.8,42.4,107.1,175,1,1,0
298,3,0,488.79,196.12,231.21,1,1,1
298,4,0.24,397.55,119.16,295.45,1,1,0
298,5,1170.8,19.2,100.03,87.47,1,1,0
299,7,618.76,0,74.2,68.68,1,1,0
299,8,1085.8,0,140.9,289.2,1,1,1
299,1,297,30,164.7,295.2,1,1,1
299,2,1112.8,42.4,107.1,175,1,1,0
299,3,0,488.79,196.12,231.21,1,1,1
299,4,0.24,397.55,119.16,295.45,1,1,0
299,5,1170.8,19.2,100.03,87.47,1,1,0
300,7,617.81,0,74.2,68.59,1,1,0
300,8,1085.61,0,138.4,289.05,1,1,1
300,1,301.33,34.17,170.67,290.03,1,1,1
300,2,1112.8,42.4,107.1,175,1,1,0
300,3,0,488.79,196.12,231.21,1,1,1
300,4,0.24,397.55,119.16,295.45,1,1,0
300,5,1170.8,19.2,100.03,87.47,1,1,0
301,7,616.86,0,74.2,68.51,1,1,0
301,8,1085.41,0,135.9,288.91,1,1,1
301,1,303,34,170,290,1,1,1
301,2,1112.8,42.4,107.1,175,1,1,0
301,3,0,488.79,196.12,231.21,1,1,1
301,4,0.24,397.55,119.16,295.45,1,1,0
301,5,1170.8,19.2,100.03,87.47,1,1,0
302,7,615.92,0,74.2,68.42,1,1,0
302,8,1085.22,0,133.4,288.76,1,1,1
302,1,303,34,170,290,1,1,1
302,2,1112.8,42.4,107.1,175,1,1,0
302,3,0,488.79,196.12,231.21,1,1,1
302,4,0.24,397.55,119.16,295.45,1,1,0
302,5,1170.8,19.2,100.03,87.47,1,1,0
303,7,614.97,0,74.2,68.33,1,1,0
303,8,1085.02,0,130.9,288.61,1,1,1
303,1,304,33.56,173.66,290.44,1,1,1
303,2,1112.8,42.4,107.1,175,1,1,0
303,3,0,488.79,196.12,231.21,1,1,1
303,4,0.24,397.55,119.16,295.45,1,1,0
303,5,1170.8,19.2,100.03,87.47,1,1,0
304,7,613.81,0,74.2,68.33,1,1,0
304,8,1084.83,0,128.4,288.46,1,1,1
304,1,305,33.12,177.33,290.88,1,1,1
304,2,1112.8,42.4,107.1,175,1,1,0
304,3,0,488.79,196.12,231.21,1,1,1
304,4,0.24,397.55,119.16,295.45,1,1,0
304,5,1170.8,19.2,100.03,87.47,1,1,0
305,7,612.66,0,74.2,68.33,1,1,0
305,8,1084.64,0,125.9,288.32,1,1,1
305,1,306,32.68,180.99,291.32,1,1,1
305,2,1112.8,42.4,107.1,175,1,1,0
305,3,0,488.79,196.12,231.21,1,1,1
305,4,0.24,397.55,119.16,295.45,1,1,0
305,5,1170.8,19.2,100.03,87.47,1,1,0
306,7,611.51,0,74.2,68.33,1,1,0
306,8,1084.44,0,123.4,288.17,1,1,1
306,1,307,32.24,184.65,291.76,1,1,1
306,2,1112.8,42.4,107.1,175,1,1,0
306,3,0,488.79,196.12,231.21,1,1,1
306,4,0.24,397.55,119.16,295.45,1,1,0
306,5,1170.8,19.2,100.03,87.47,1,1,0
307,7,610.35,0,74.2,68.33,1,1,0
307,8,1084.25,0,120.9,288.02,1,1,1
307,1,308,31.8,188.31,292.2,1,1,1
307,2,1112.8,42.4,107.1,175,1,1,0
307,3,0,488.79,196.12,231.21,1,1,1
307,4,0.24,397.55,119.16,295.45,1,1,0
307,5,1170.8,19.2,100.03,87.47,1,1,0
308,7,609.2,0,74.2,68.33,1,1,0
308,8,1084.05,0,118.4,287.88,1,1,1
308,1,309,31.36,191.98,292.64,1,1,1
308,2,1112.8,42.4,107.1,175,1,1,0
308,3,0,488.79,196.12,231.21,1,1,1
308,4,0.24,397.55,119.16,295.45,1,1,0
308,5,1170.8,19.2,100.03,87.47,1,1,0
309,7,608.04,0,74.2,68.33,1,1,0
309,8,1083.86,0,115.9,287.73,1,1,1
309,1,310,30.92,195.64,293.08,1,1,1
309,2,1112.8,42.4,107.1,175,1,1,0
309,3,0,488.79,196.12,231.21,1,1,1
309,4,0.24,397.55,119.16,295.45,1,1,0
309,5,1170.8,19.2,100.03,87.47,1,1,0
310,7,606.89,0,74.2,68.33,1,1,0
310,8,1083.66,0,113.4,287.58,1,1,1
310,1,311,30.48,199.3,293.52,1,1,1
310,2,1112.8,42.4,107.1,175,1,1,0
310,3,0,488.79,196.12,231.21,1,1,1
310,4,0.24,397.55,119.16,295.45,1,1,0
310,5,1170.8,19.2,100.03,87.47,1,1,0
311,7,605.74,0,74.2,68.33,1,1,0
311,8,1083.47,0,110.9,287.44,1,1,1
311,1,312,30.04,198.25,293.96,1,1,1
311,2,1112.8,42.4,107.1,175,1,1,0
311,3,0,488.79,196.12,231.21,1,1,1
311,4,0.24,397.55,119.16,295.45,1,1,0
311,5,1170.8,19.2,100.03,87.47,1,1,0
312,7,604.58,0,74.2,68.33,1,1,0
312,8,1083.28,0,108.4,287.29,1,1,1
312,1,313,29.6,197.2,294.4,1,1,1
312,2,1112.8,42.4,107.1,175,1,1,0
312,3,0,488.79,196.12,231.21,1,1,1
312,4,0.24,397.55,119.16,295.45,1,1,0
312,5,1170.8,19.2,100.03,87.47,1,1,0
313,7,603.43,0,74.2,68.33,1,1,0
313,8,1083.08,0,105.9,287.14,1,1,1
313,1,317.5,29.65,193.42,295.35,1,1,1
313,2,1112.8,42.4,107.1,175,1,1,0
313,3,0,488.79,196.12,231.21,1,1,1
313,4,0.24,397.55,119.16,295.45,1,1,0
313,5,1170.8,19.2,100.03,87.47,1,1,0
314,7,602.27,0,74.2,68.33,1,1,0
314,8,1082.89,0,103.4,286.99,1,1,1
314,1,322,29.69,189.64,296.31,1,1,1
314,2,1112.8,42.4,107.1,175,1,1,0
314,3,0,488.79,196.12,231.21,1,1,1
314,4,0.24,397.55,119.16,295.45,1,1,0
314,5,1170.8,19.2,100.03,87.47,1,1,0
315,7,601.12,0,74.2,68.33,1,1,0
315,8,1082.69,0,100.9,286.85,1,1,1
315,1,326.5,29.74,185.86,297.26,1,1,1
315,2,1112.8,42.4,107.1,175,1,1,0
315,3,0,488.79,196.12,231.21,1,1,1
315,4,0.24,397.55,119.16,295.45,1,1,0
315,5,1170.8,19.2,100.03,87.47,1,1,0
316,7,599.97,0,74.2,68.33,1,1,0
316,8,1082.5,0,98.4,286.7,1,1,1
316,1,331,29.79,182.08,298.21,1,1,1
316,2,1112.8,42.4,107.1,175,1,1,0
316,3,0,488.79,196.12,231.21,1,1,1
316,4,0.24,397.55,119.16,295.45,1,1,0
316,5,1170.8,19.2,100.03,87.47,1,1,0
317,7,598.63,0,74.2,68.33,1,1,0
317,8,1080.08,0,98.4,286.62,1,1,1
317,1,335.5,29.83,178.3,299.17,1,1,1
317,2,1112.8,42.4,107.1,175,1,1,0
317,3,0,488.79,196.12,231.21,1,1,1
317,4,0.24,397.55,119.16,295.45,1,1,0
317,5,1170.8,19.2,100.03,87.47,1,1,0
318,7,597.3,0,74.2,68.33,1,1,0
318,8,1077.67,0,98.4,286.53,1,1,1
318,1,337.77,29.83,176.03,299.17,1,1,1
318,2,1112.8,42.4,107.1,175,1,1,0
318,3,0,488.79,196.12,231.21,1,1,1
318,4,0.24,397.55,119.16,295.45,1,1,0
318,5,1170.8,19.2,100.03,87.47,1,1,0
319,7,595.97,0,74.2,68.33,1,1,0
319,8,1075.25,0,98.4,286.45,1,1,1
319,1,340.04,29.83,173.76,299.17,1,1,1
319,2,1112.8,42.4,107.1,175,1,1,0
319,3,0,488.79,196.12,231.21,1,1,1
319,4,0.24,397.55,119.16,295.45,1,1,0
319,5,1170.8,19.2,100.03,87.47,1,1,0
320,7,594.63,0,74.2,68.33,1,1,0
320,8,1072.83,0,98.4,286.37,1,1,1
320,1,342.31,29.83,171.49,299.17,1,1,1
320,2,1112.8,42.4,107.1,175,1,1,0
320,3,0,488.79,196.12,231.21,1,1,1
320,4,0.24,397.55,119.16,295.45,1,1,0
320,5,1170.8,19.2,100.03,87.47,1,1,0
321,7,593.3,0,74.2,68.33,1,1,0
321,8,1070.42,0,98.4,286.28,1,1,1
321,1,344.58,29.83,169.22,299.17,1,1,1
321,2,1112.8,42.4,107.1,175,1,1,0
321,3,0,488.79,196.12,231.21,1,1,1
321,4,0.24,397.55,119.16,295.45,1,1,0
321,5,1170.8,19.2,100.03,87.47,1,1,0
322,7,591.97,0,74.2,68.33,1,1,0
322,8,1068,0,98.4,286.2,1,1,1
322,1,346.84,29.83,166.96,299.17,1,1,1
322,2,1112.8,42.4,107.1,175,1,1,0
322,3,0,488.79,196.12,231.21,1,1,1
322,4,0.24,397.55,119.16,295.45,1,1,0
322,5,1170.8,19.2,100.03,87.47,1,1,0
323,7,590.63,0,74.2,68.33,1,1,0
323,8,1065.58,0,98.4,286.12,1,1,1
323,1,349.11,29.83,164.69,299.17,1,1,1
323,2,1112.8,42.4,107.1,175,1,1,0
323,3,0,488.79,196.12,231.21,1,1,1
323,4,0.24,397.55,119.16,295.45,1,1,0
323,5,1170.8,19.2,100.03,87.47,1,1,0
324,7,589.3,0,74.2,68.33,1,1,0
324,8,1063.17,0,98.4,286.03,1,1,1
324,1,351.38,29.83,162.42,299.17,1,1,1
324,2,1112.8,42.4,107.1,175,1,1,0
324,3,0,488.79,196.12,231.21,1,1,1
324,4,0.24,397.55,119.16,295.45,1,1,0
324,5,1170.8,19.2,100.03,87.47,1,1,0
325,7,587.97,0,74.2,68.33,1,1,0
325,8,1060.75,0,98.4,285.95,1,1,1
325,1,353.65,29.83,160.15,299.17,1,1,1
325,2,1112.8,42.4,107.1,175,1,1,0
325,3,0,488.79,196.12,231.21,1,1,1
325,4,0.24,397.55,119.16,295.45,1,1,0
325,5,1170.8,19.2,100.03,87.47,1,1,0
326,7,586.63,0,74.2,68.33,1,1,0
326,8,1058.33,0,98.4,285.87,1,1,1
326,1,355.92,29.83,157.88,299.17,1,1,1
326,2,1112.8,42.4,107.1,175,1,1,0
326,3,0,488.79,196.12,231.21,1,1,1
326,4,0.24,397.55,119.16,295.45,1,1,0
326,5,1170.8,19.2,100.03,87.47,1,1,0
327,7,585.72,0,74.2,68.25,1,1,0
327,8,1055.92,0,98.4,285.78,1,1,1
327,1,358.19,29.83,155.61,299.17,1,1,1
327,2,1112.8,42.4,107.1,175,1,1,0
327,3,0,488.79,196.12,231.21,1,1,1
327,4,0.24,397.55,119.16,295.45,1,1,0
327,5,1170.8,19.2,100.03,87.47,1,1,0
328,7,584.8,0,74.2,68.17,1,1,0
328,8,1053.5,0,98.4,285.7,1,1,1
328,1,360.46,29.83,153.34,299.17,1,1,1
328,2,1112.8,42.4,107.1,175,1,1,0
328,3,0,488.79,196.12,231.21,1,1,1
328,4,0.24,397.55,119.16,295.45,1,1,0
328,5,1170.8,19.2,100.03,87.47,1,1,0
329,7,583.88,0,74.2,68.08,1,1,0
329,8,1051.08,0,98.4,285.62,1,1,1
329,1,362.73,29.83,151.07,299.17,1,1,1
329,2,1112.8,42.4,107.1,175,1,1,0
329,3,0,488.79,196.12,231.21,1,1,1
329,4,0.24,397.55,119.16,295.45,1,1,0
329,5,1170.8,19.2,100.03,87.47,1,1,0
330,7,582.97,0,74.2,68,1,1,0
330,8,1048.67,0,98.4,285.53,1,1,1
330,1,365,29.83,148.8,299.17,1,1,1
330,2,1112.8,42.4,107.1,175,1,1,0
330,3,0,488.79,196.12,231.21,1,1,1
330,4,0.24,397.55,119.16,295.45,1,1,0
330,5,1170.8,19.2,100.03,87.47,1,1,0
331,7,582.05,0,74.2,67.92,1,1,0
331,8,1046.25,0,98.4,285.45,1,1,1
331,1,367.27,29.83,146.53,299.17,1,1,1
331,2,1112.8,42.4,107.1,175,1,1,0
331,3,0,488.79,196.12,231.21,1,1,1
331,4,0.24,397.55,119.16,295.45,1,1,0
331,5,1170.8,19.2,100.03,87.47,1,1,0
332,7,581.13,0,74.2,67.83,1,1,0
332,8,1043.83,0,98.4,285.37,1,1,1
332,1,369.53,29.83,144.27,299.17,1,1,1
332,2,1112.8,42.4,107.1,175,1,1,0
332,3,0,488.79,196.12,231.21,1,1,1
332,4,0.24,397.55,119.16,295.45,1,1,0
332,5,1170.8,19.2,100.03,87.47,1,1,0
333,7,580.22,0,74.2,67.75,1,1,0
333,8,1041.42,0,98.4,285.28,1,1,1
333,1,371.8,29.83,142,299.17,1,1,1
333,2,1112.8,42.4,107.1,175,1,1,0
333,3,0,488.79,196.12,231.21,1,1,1
333,4,0.24,397.55,119.16,295.45,1,1,0
333,5,1170.8,19.2,100.03,87.47,1,1,0
334,7,579.3,0,74.2,67.67,1,1,0
334,8,1039,0,98.4,285.2,1,1,1
334,1,374.07,29.83,139.73,299.17,1,1,1
334,2,1112.8,42.4,107.1,175,1,1,0
334,3,0,488.79,196.12,231.21,1,1,1
334,4,0.24,397.55,119.16,295.45,1,1,0
334,5,1170.8,19.2,100.03,87.47,1,1,0
335,7,578.38,0,74.2,67.58,1,1,0
335,8,1036.58,0,98.4,285.12,1,1,1
335,1,376.34,29.83,137.46,299.17,1,1,1
335,2,1112.8,42.4,107.1,175,1,1,0
335,3,0,488.79,196.12,231.21,1,1,1
335,4,0.24,397.55,119.16,295.45,1,1,0
335,5,1170.8,19.2,100.03,87.47,1,1,0
336,7,577.47,0,74.2,67.5,1,1,0
336,8,1034.17,0,98.4,285.03,1,1,1
336,1,378.61,29.83,135.19,299.17,1,1,1
336,2,1112.8,42.4,107.1,175,1,1,0
336,3,0,488.79,196.12,231.21,1,1,1
336,4,0.24,397.55,119.16,295.45,1,1,0
336,5,1170.8,19.2,100.03,87.47,1,1,0
337,7,577.47,0,74.2,67.5,1,1,0
337,8,1032.54,0,98.4,268.74,1,1,1
337,1,380.88,29.83,132.92,299.17,1,1,1
337,2,1112.8,42.4,107.1,175,1,1,0
337,3,0,488.79,196.12,231.21,1,1,1
337,4,0.24,397.55,119.16,295.45,1,1,0
337,5,1170.8,19.2,100.03,87.47,1,1,0
338,7,577.47,0,74.2,67.5,1,1,0
338,8,1030.92,0,98.4,252.45,1,1,1
338,1,383.15,29.83,130.65,299.17,1,1,1
338,2,1112.8,42.4,107.1,175,1,1,0
338,3,0,488.79,196.12,231.21,1,1,1
338,4,0.24,397.55,119.16,295.45,1,1,0
338,5,1170.8,19.2,100.03,87.47,1,1,0
339,7,577.47,0,74.2,67.5,1,1,0
339,8,1029.3,0,98.4,236.15,1,1,1
339,1,385.42,29.83,128.38,299.17,1,1,1
339,2,1112.8,42.4,107.1,175,1,1,0
339,3,0,488.79,196.12,231.21,1,1,1
339,4,0.24,397.55,119.16,295.45,1,1,0
339,5,1170.8,19.2,100.03,87.47,1,1,0
340,7,577.47,0,74.2,67.5,1,1,0
340,8,1027.68,0,98.4,219.86,1,1,1
340,1,387.69,29.83,126.11,299.17,1,1,1
340,2,1112.8,42.4,107.1,175,1,1,0
340,3,0,488.79,196.12,231.21,1,1,1
340,4,0.24,397.55,119.16,295.45,1,1,0
340,5,1170.8,19.2,100.03,87.47,1,1,0
341,7,577.47,0,74.2,67.5,1,1,0
341,8,1026.05,0,98.4,203.57,1,1,1
341,1,389.96,29.83,123.84,299.17,1,1,1
341,2,1112.8,42.4,107.1,175,1,1,0
341,3,0,488.79,196.12,231.21,1,1,1
341,4,0.24,397.55,119.16,295.45,1,1,0
341,5,1170.8,19.2,100.03,87.47,1,1,0
342,7,577.47,0,74.2,67.5,1,1,0
342,8,1024.43,0,98.4,187.27,1,1,1
342,1,392.22,29.83,121.58,299.17,1,1,1
342,2,1112.8,42.4,107.1,175,1,1,0
342,3,0,488.79,196.12,231.21,1,1,1
342,4,0.24,397.55,119.16,295.45,1,1,0
342,5,1170.8,19.2,100.03,87.47,1,1,0
343,7,577.47,0,74.2,67.5,1,1,0
343,8,1022.81,0,98.4,170.98,1,1,1
343,1,394.49,29.83,119.31,299.17,1,1,1
343,2,1112.8,42.4,107.1,175,1,1,0
343,3,0,488.79,196.12,231.21,1,1,1
343,4,0.24,397.55,119.16,295.45,1,1,0
343,5,1170.8,19.2,100.03,87.47,1,1,0
344,7,577.47,0,74.2,67.5,1,1,0
344,8,1021.18,0,98.4,154.69,1,1,1
344,1,396.76,29.83,117.04,299.17,1,1,1
344,2,1112.8,42.4,107.1,175,1,1,0
344,3,0,488.79,196.12,231.21,1,1,1
344,4,0.24,397.55,119.16,295.45,1,1,0
344,5,1170.8,19.2,100.03,87.47,1,1,0
345,7,577.47,0,74.2,67.5,1,1,0
345,8,1019.56,0,98.4,138.39,1,1,1
345,1,399.03,29.83,114.77,299.17,1,1,1
345,2,1112.8,42.4,107.1,175,1,1,0
345,3,0,488.79,196.12,231.21,1,1,1
345,4,0.24,397.55,119.16,295.45,1,1,0
345,5,1170.8,19.2,100.03,87.47,1,1,0
346,8,1017.94,0,98.4,122.1,1,1,1
346,1,401.3,29.83,112.5,299.17,1,1,1
346,2,1112.8,42.4,107.1,175,1,1,1
346,3,0,488.79,196.12,231.21,1,1,1
346,4,0.24,397.55,119.16,295.45,1,1,0
346,5,1170.8,19.2,100.03,87.47,1,1,0
347,8,1016.32,0,98.4,124.1,1,1,1
347,1,403.44,30.72,116.04,299.01,1,1,1
347,2,1112.78,42.19,107.1,175,1,1,1
347,3,0,488.79,196.12,231.21,1,1,1
347,4,0.24,397.55,119.16,295.45,1,1,0
347,5,1170.8,19.2,100.03,87.47,1,1,0
348,8,1014.69,0,98.4,126.1,1,1,1
348,1,405.57,31.6,119.58,298.86,1,1,1
348,2,1112.77,41.98,107.1,175,1,1,1
348,3,0,488.79,196.12,231.21,1,1,1
348,4,0.24,397.55,119.16,295.45,1,1,0
348,5,1170.8,19.2,100.03,87.47,1,1,0
349,8,1013.07,0,98.4,128.1,1,1,1
349,1,407.71,32.49,123.12,298.7,1,1,1
349,2,1112.75,41.76,107.1,175,1,1,1
349,3,0,488.79,196.12,231.21,1,1,1
349,4,0.24,397.55,119.16,295.45,1,1,0
349,5,1170.8,19.2,100.03,87.47,1,1,0
350,8,1011.45,0,98.4,130.1,1,1,1
350,1,409.84,33.37,126.66,298.56,1,1,1
350,2,1112.74,41.55,107.1,175,1,1,1
350,3,0,488.79,196.12,231.21,1,1,1
350,4,0.24,397.55,119.16,295.45,1,1,0
350,5,1170.8,19.2,100.03,87.47,1,1,0
351,8,1009.83,0,98.4,132.1,1,1,1
351,1,411.98,34.26,130.2,298.4,1,1,1
351,2,1112.72,41.34,107.1,175,1,1,1
351,3,0,488.79,196.12,231.21,1,1,1
351,4,0.24,397.55,119.16,295.45,1,1,0
351,5,1170.8,19.2,100.03,87.47,1,1,0
352,8,1008.2,0,98.4,134.1,1,1,1
352,1,414.11,35.15,133.74,298.24,1,1,1
352,2,1112.71,41.13,107.1,175,1,1,1
352,3,0,488.79,196.12,231.21,1,1,1
352,4,0.24,397.55,119.16,295.45,1,1,0
352,5,1170.8,19.2,100.03,87.47,1,1,0
353,8,1006.58,0,98.4,118.6,1,1,1
353,1,416.25,36.03,137.28,298.09,1,1,1
353,2,1112.69,40.92,107.1,175,1,1,1
353,3,0,488.79,196.12,231.21,1,1,1
353,4,0.24,397.55,119.16,295.45,1,1,0
353,5,1170.8,19.2,100.03,87.47,1,1,0
354,8,1004.96,0,98.4,200.57,1,1,1
354,1,418.38,36.92,140.82,297.93,1,1,1
354,2,1112.68,40.7,107.1,175,1,1,1
354,3,0,488.79,196.12,231.21,1,1,1
354,4,0.24,397.55,119.16,295.45,1,1,0
354,5,1170.8,19.2,100.03,87.47,1,1,0
355,8,1003.33,0,98.4,282.53,1,1,1
355,1,420.52,37.8,144.36,297.78,1,1,1
355,2,1112.66,40.49,107.1,175,1,1,1
355,3,0,488.79,196.12,231.21,1,1,1
355,4,0.24,397.55,119.16,295.45,1,1,0
355,5,1170.8,19.2,100.03,87.47,1,1,0
356,8,999.81,0,98.4,204.57,1,1,1
356,1,422.65,38.69,147.9,297.62,1,1,1
356,2,1112.65,40.28,107.1,175,1,1,1
356,3,0,488.79,196.12,231.21,1,1,1
356,4,0.24,397.55,119.16,295.45,1,1,0
356,5,1170.8,19.2,100.03,87.47,1,1,0
357,8,996.28,0,98.4,126.6,1,1,1
357,1,424.79,39.57,151.44,297.47,1,1,1
357,2,1112.63,40.07,107.1,175,1,1,1
357,3,0,488.79,196.12,231.21,1,1,1
